Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 14.408318, Testing Loss: 2.414923, Best Loss: 2.414923
Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=True, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
Validation Loss: 0.111193 & Validation Accuracy: 0.026128
Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=True, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
Validation Loss: 0.111193 & Validation Accuracy: 0.026128
Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=True, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
Validation Loss: 0.111193 & Validation Accuracy: 0.026128
Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=True, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
Validation Loss: 0.111193 & Validation Accuracy: 0.026128
Namespace(batch_size=24, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=True, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
Validation Loss: 0.111193 & Validation Accuracy: 0.026128
